,StateDesc,CityName,Category,Measure,Data_Value_Unit,DataValueTypeID,Data_Value,PopulationCount,Short_Question_Text
351245,Iowa,Des Moines,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,12.5,203433.0,Health Insurance
351246,Iowa,Des Moines,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,12.5,203433.0,Health Insurance
351307,Iowa,Des Moines,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,24.0,203433.0,Arthritis
351308,Iowa,Des Moines,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,23.2,203433.0,Arthritis
351431,Iowa,Des Moines,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,29.1,203433.0,High Blood Pressure
351432,Iowa,Des Moines,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,28.1,203433.0,High Blood Pressure
351493,Iowa,Des Moines,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,60.3,203433.0,Taking BP Medication
351494,Iowa,Des Moines,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,74.9,203433.0,Taking BP Medication
351555,Iowa,Des Moines,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.2,203433.0,Cancer (except skin)
351556,Iowa,Des Moines,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,5.9,203433.0,Cancer (except skin)
351617,Iowa,Des Moines,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,8.7,203433.0,Current Asthma
351618,Iowa,Des Moines,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,8.7,203433.0,Current Asthma
351679,Iowa,Des Moines,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,5.7,203433.0,Coronary Heart Disease
351680,Iowa,Des Moines,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,5.5,203433.0,Coronary Heart Disease
351741,Iowa,Des Moines,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,69.5,203433.0,Annual Checkup
351742,Iowa,Des Moines,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,68.9,203433.0,Annual Checkup
351803,Iowa,Des Moines,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,70.7,203433.0,Cholesterol Screening
351804,Iowa,Des Moines,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,69.2,203433.0,Cholesterol Screening
351928,Iowa,Des Moines,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,6.4,203433.0,COPD
351929,Iowa,Des Moines,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,6.2,203433.0,COPD
352238,Iowa,Des Moines,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,9.5,203433.0,Diabetes
352239,Iowa,Des Moines,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,9.1,203433.0,Diabetes
352300,Iowa,Des Moines,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,32.4,203433.0,High Cholesterol
352301,Iowa,Des Moines,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,36.0,203433.0,High Cholesterol
352362,Iowa,Des Moines,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,2.7,203433.0,Chronic Kidney Disease
352363,Iowa,Des Moines,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,2.5,203433.0,Chronic Kidney Disease
352548,Iowa,Des Moines,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,12.0,203433.0,Mental Health
352549,Iowa,Des Moines,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,12.1,203433.0,Mental Health
352731,Iowa,Des Moines,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,11.8,203433.0,Physical Health
352732,Iowa,Des Moines,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,11.6,203433.0,Physical Health
352855,Iowa,Des Moines,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,3.1,203433.0,Stroke
352856,Iowa,Des Moines,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,2.9,203433.0,Stroke
352978,Iowa,Iowa City,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,9.0,67862.0,Health Insurance
352979,Iowa,Iowa City,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,10.2,67862.0,Health Insurance
352997,Iowa,Iowa City,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,22.1,67862.0,Arthritis
352998,Iowa,Iowa City,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,15.6,67862.0,Arthritis
353035,Iowa,Iowa City,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,26.4,67862.0,High Blood Pressure
353036,Iowa,Iowa City,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,19.3,67862.0,High Blood Pressure
353054,Iowa,Iowa City,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,61.1,67862.0,Taking BP Medication
353055,Iowa,Iowa City,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,68.5,67862.0,Taking BP Medication
353073,Iowa,Iowa City,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.4,67862.0,Cancer (except skin)
353074,Iowa,Iowa City,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,4.3,67862.0,Cancer (except skin)
353092,Iowa,Iowa City,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,8.2,67862.0,Current Asthma
353093,Iowa,Iowa City,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,8.8,67862.0,Current Asthma
353111,Iowa,Iowa City,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,5.0,67862.0,Coronary Heart Disease
353112,Iowa,Iowa City,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,3.4,67862.0,Coronary Heart Disease
353131,Iowa,Iowa City,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,70.5,67862.0,Annual Checkup
353132,Iowa,Iowa City,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,66.7,67862.0,Annual Checkup
353150,Iowa,Iowa City,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,73.8,67862.0,Cholesterol Screening
353151,Iowa,Iowa City,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,60.5,67862.0,Cholesterol Screening
353188,Iowa,Iowa City,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,5.0,67862.0,COPD
353189,Iowa,Iowa City,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,4.1,67862.0,COPD
353284,Iowa,Iowa City,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,8.0,67862.0,Diabetes
353285,Iowa,Iowa City,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,5.4,67862.0,Diabetes
353303,Iowa,Iowa City,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,30.1,67862.0,High Cholesterol
353304,Iowa,Iowa City,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,28.3,67862.0,High Cholesterol
353322,Iowa,Iowa City,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,2.4,67862.0,Chronic Kidney Disease
353323,Iowa,Iowa City,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,1.9,67862.0,Chronic Kidney Disease
353378,Iowa,Iowa City,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,10.0,67862.0,Mental Health
353379,Iowa,Iowa City,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,11.2,67862.0,Mental Health
353434,Iowa,Iowa City,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,9.5,67862.0,Physical Health
353435,Iowa,Iowa City,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,8.2,67862.0,Physical Health
353472,Iowa,Iowa City,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,2.5,67862.0,Stroke
353473,Iowa,Iowa City,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,1.8,67862.0,Stroke
353510,Iowa,Sioux City,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,14.2,82684.0,Health Insurance
353511,Iowa,Sioux City,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,14.0,82684.0,Health Insurance
353535,Iowa,Sioux City,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,23.6,82684.0,Arthritis
353536,Iowa,Sioux City,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,24.1,82684.0,Arthritis
353585,Iowa,Sioux City,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,28.9,82684.0,High Blood Pressure
353586,Iowa,Sioux City,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,29.2,82684.0,High Blood Pressure
353610,Iowa,Sioux City,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,60.3,82684.0,Taking BP Medication
353611,Iowa,Sioux City,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,76.6,82684.0,Taking BP Medication
353635,Iowa,Sioux City,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.3,82684.0,Cancer (except skin)
353636,Iowa,Sioux City,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,6.4,82684.0,Cancer (except skin)
353660,Iowa,Sioux City,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,9.0,82684.0,Current Asthma
353661,Iowa,Sioux City,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,9.0,82684.0,Current Asthma
353685,Iowa,Sioux City,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,5.8,82684.0,Coronary Heart Disease
353686,Iowa,Sioux City,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,6.0,82684.0,Coronary Heart Disease
353710,Iowa,Sioux City,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,69.0,82684.0,Annual Checkup
353711,Iowa,Sioux City,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,69.2,82684.0,Annual Checkup
353735,Iowa,Sioux City,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,69.0,82684.0,Cholesterol Screening
353736,Iowa,Sioux City,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,68.5,82684.0,Cholesterol Screening
353785,Iowa,Sioux City,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,6.6,82684.0,COPD
353786,Iowa,Sioux City,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,6.8,82684.0,COPD
353909,Iowa,Sioux City,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,9.5,82684.0,Diabetes
353910,Iowa,Sioux City,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,9.6,82684.0,Diabetes
353934,Iowa,Sioux City,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,33.2,82684.0,High Cholesterol
353935,Iowa,Sioux City,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,38.3,82684.0,High Cholesterol
353960,Iowa,Sioux City,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,2.7,82684.0,Chronic Kidney Disease
353961,Iowa,Sioux City,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,2.6,82684.0,Chronic Kidney Disease
354035,Iowa,Sioux City,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,12.3,82684.0,Mental Health
354036,Iowa,Sioux City,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,12.3,82684.0,Mental Health
354108,Iowa,Sioux City,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,12.2,82684.0,Physical Health
354109,Iowa,Sioux City,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,12.3,82684.0,Physical Health
354158,Iowa,Sioux City,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,3.0,82684.0,Stroke
354159,Iowa,Sioux City,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,3.1,82684.0,Stroke
354208,Iowa,Waterloo,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,12.3,68406.0,Health Insurance
354209,Iowa,Waterloo,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,12.1,68406.0,Health Insurance
354237,Iowa,Waterloo,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,25.5,68406.0,Arthritis
354238,Iowa,Waterloo,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,26.9,68406.0,Arthritis
354295,Iowa,Waterloo,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,31.8,68406.0,High Blood Pressure
354296,Iowa,Waterloo,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,33.1,68406.0,High Blood Pressure
354325,Iowa,Waterloo,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,61.9,68406.0,Taking BP Medication
354326,Iowa,Waterloo,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,77.8,68406.0,Taking BP Medication
354355,Iowa,Waterloo,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.5,68406.0,Cancer (except skin)
354356,Iowa,Waterloo,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,6.9,68406.0,Cancer (except skin)
354360,Iowa,Waterloo,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,10.0,68406.0,Diabetes
354381,Iowa,Waterloo,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,10.5,68406.0,Diabetes
354385,Iowa,Waterloo,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,9.1,68406.0,Current Asthma
354386,Iowa,Waterloo,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,9.1,68406.0,Current Asthma
354414,Iowa,Waterloo,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,5.9,68406.0,Coronary Heart Disease
354415,Iowa,Waterloo,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,6.5,68406.0,Coronary Heart Disease
354443,Iowa,Waterloo,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,68.4,68406.0,Annual Checkup
354444,Iowa,Waterloo,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,69.2,68406.0,Annual Checkup
354472,Iowa,Waterloo,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,70.1,68406.0,Cholesterol Screening
354473,Iowa,Waterloo,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,70.4,68406.0,Cholesterol Screening
354530,Iowa,Waterloo,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,6.5,68406.0,COPD
354531,Iowa,Waterloo,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,6.8,68406.0,COPD
354703,Iowa,Waterloo,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,31.9,68406.0,High Cholesterol
354704,Iowa,Waterloo,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,37.5,68406.0,High Cholesterol
354732,Iowa,Waterloo,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,2.7,68406.0,Chronic Kidney Disease
354733,Iowa,Waterloo,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,2.7,68406.0,Chronic Kidney Disease
354819,Iowa,Waterloo,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,12.2,68406.0,Mental Health
354820,Iowa,Waterloo,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,12.1,68406.0,Mental Health
354904,Iowa,Waterloo,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,11.9,68406.0,Physical Health
354905,Iowa,Waterloo,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,12.2,68406.0,Physical Health
354962,Iowa,Waterloo,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,3.2,68406.0,Stroke
354963,Iowa,Waterloo,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,3.4,68406.0,Stroke
355020,Kansas,Kansas City,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,27.8,145786.0,Health Insurance
355021,Kansas,Kansas City,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,27.6,145786.0,Health Insurance
355059,Kansas,Kansas City,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,10.5,145786.0,Current Asthma
